station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
TOI,2023-07-25 15:53,91.0,32.78,68.0,20.0,46.99,95.08,3.0,1021.7,0.0,0.0,,CLR,,1636.2099832958104,1597.5000000000002
DHN,2023-07-25 15:53,88.0,31.11,70.0,21.11,55.32,93.11,4.0,1022.0,0.0,0.0,,CLR,,1284.6488411232938,1250.0
DCU,2023-07-25 15:53,87.0,30.56,71.0,21.67,59.08,92.69,0.0,1021.7,0.0,0.0,,CLR,,1143.9645927420763,1111.2499999999995
GZH,2023-07-25 15:53,88.0,31.11,68.0,20.0,51.65,91.65,3.0,1021.7,0.0,0.0,,CLR,,1423.6748779136633,1388.75
BHM,2023-07-25 15:53,87.0,30.56,68.0,20.0,53.32,90.53,4.0,1022.4,0.0,0.0,,FEW,4400.0,1352.7424865448759,1319.9999999999998
BFM,2023-07-25 15:53,88.0,31.11,68.0,20.0,51.65,91.65,4.0,1022.2,0.0,0.0,,CLR,,1423.6656235449425,1388.75
ANB,2023-07-25 15:53,87.0,30.56,68.0,20.0,53.32,90.53,5.0,1021.7,0.0,0.0,,CLR,,1352.754801704464,1319.9999999999998
MGM,2023-07-25 15:53,89.0,31.67,70.0,21.11,53.59,94.29,4.0,1021.9,0.0,0.0,,CLR,,1356.046998408709,1320.0000000000002
TCL,2023-07-25 15:53,86.0,30.0,71.0,21.67,60.99,91.46,4.0,1022.1,0.0,0.0,,CLR,,1072.8224870287804,1041.2499999999998
MSL,2023-07-25 15:53,89.0,31.67,71.0,21.67,55.45,95.14,5.0,1021.4,0.0,0.0,,CLR,,1286.377440065996,1250.0
HEY,2023-07-25 15:55,88.0,31.11,68.0,20.0,51.65,91.65,3.0,1020.5,0.0,0.0,,CLR,,1423.6971257316147,1388.75
HUA,2023-07-25 15:55,84.7,29.28,74.3,23.5,71.08,92.41,0.0,1021.8,0.0,0.0,,CLR,,747.6026369388658,722.5000000000001
LOR,2023-07-25 15:55,87.0,30.56,69.4,20.78,55.94,91.48,4.0,1019.4,0.0,0.0,,CLR,,1255.6802494105525,1222.4999999999998
MXF,2023-07-25 15:55,87.4,30.78,64.6,18.11,46.79,89.02,3.0,1021.8,0.0,0.0,,CLR,,1615.9238669994895,1583.7500000000002
OZR,2023-07-25 15:55,86.5,30.28,64.4,18.0,47.81,88.0,3.0,1021.2,0.0,0.0,,CLR,,1566.4304603989142,1535.0000000000002
SXS,2023-07-25 15:55,87.0,30.56,67.0,19.44,51.51,89.91,3.0,1021.1,0.0,0.0,,CLR,,1422.1324518506185,1389.9999999999998
1M4,2023-07-25 15:56,86.0,30.0,70.0,21.11,58.95,90.73,4.0,1022.2,0.0,0.0,,CLR,,1142.6395344325708,1111.25
MOB,2023-07-25 15:56,90.0,32.22,65.0,18.33,43.7,91.99,4.0,1022.0,0.0,0.0,,FEW,5000.0,1771.8355916636317,1736.25
GAD,2023-07-25 15:56,86.0,30.0,72.0,22.22,63.1,92.25,0.0,1022.4,0.0,0.0,,CLR,,1002.5462780399976,972.5000000000001
EKY,2023-07-25 15:56,85.0,29.44,72.0,22.22,65.15,90.95,3.0,1007.7,0.0,0.0,,CLR,,931.4273716433482,902.5000000000003
79J,2023-07-25 15:56,87.0,30.56,66.0,18.89,49.75,89.34,4.0,1021.3,0.0,0.0,,CLR,,1491.4995501740007,1458.7499999999998
PRN,2023-07-25 15:58,87.0,30.56,68.0,20.0,53.32,90.53,5.0,1016.7,0.0,0.0,,CLR,,1352.843264763773,1319.9999999999998
EUF,2023-07-25 15:58,88.0,31.11,70.0,21.11,55.32,93.11,3.0,1021.4,0.0,0.0,,CLR,,1284.6595895907424,1250.0
HSV,2023-07-25 16:53,88.0,31.11,73.0,22.78,61.24,95.73,4.0,1021.4,0.0,0.0,,FEW,3500.0,1075.2977668952494,1041.2499999999998
EET,2023-07-25 16:53,88.0,31.11,69.0,20.56,53.45,92.35,4.0,1021.5,0.0,0.0,,CLR,,1354.5317354414458,1318.75
TOI,2023-07-25 16:53,92.0,33.33,65.0,18.33,41.05,94.21,4.0,1021.4,0.0,0.0,,CLR,,1912.5510828765723,1875.0
DHN,2023-07-25 16:53,91.0,32.78,69.0,20.56,48.63,95.86,5.0,1021.8,0.0,0.0,,CLR,,1567.2922349899075,1527.5000000000002
DCU,2023-07-25 16:53,90.0,32.22,72.0,22.22,55.58,97.29,4.0,1021.6,0.0,0.0,,CLR,,1287.9817508007961,1250.0
GZH,2023-07-25 16:53,91.0,32.78,67.0,19.44,45.4,94.37,6.0,1021.6,0.0,0.0,,FEW,5000.0,1704.9133959540436,1667.5
BHM,2023-07-25 16:53,89.0,31.67,66.0,18.89,46.7,91.49,3.0,1022.1,0.0,0.0,,FEW,5000.0,1632.4858607796828,1597.5000000000002
BFM,2023-07-25 16:53,90.0,32.22,65.0,18.33,43.7,91.99,4.0,1021.9,0.0,0.0,,SCT,4500.0,1771.837663882369,1736.25
ANB,2023-07-25 16:53,89.0,31.67,68.0,20.0,50.04,92.79,4.0,1021.2,0.0,0.0,,CLR,,1494.6480979796606,1458.7500000000002
MGM,2023-07-25 16:53,91.0,32.78,67.0,19.44,45.4,94.37,,1021.6,0.0,0.0,,CLR,,1704.9133959540436,1667.5
TCL,2023-07-25 16:53,88.0,31.11,70.0,21.11,55.32,93.11,5.0,1021.9,0.0,0.0,,CLR,,1284.6506316495636,1250.0
MSL,2023-07-25 16:53,89.0,31.67,70.0,21.11,53.59,94.29,0.0,1021.3,0.0,0.0,,CLR,,1356.0583457091368,1320.0000000000002
HEY,2023-07-25 16:55,89.8,32.11,65.0,18.33,43.98,91.78,0.0,1020.5,0.0,0.0,,CLR,,1757.6015374592516,1722.5000000000002
HUA,2023-07-25 16:55,86.7,30.39,72.0,22.22,61.7,93.14,0.0,1021.4,0.0,0.0,,FEW,3500.0,1052.7323256414024,1021.2500000000002
LOR,2023-07-25 16:55,88.7,31.5,66.4,19.11,47.8,91.41,0.0,1019.4,0.0,0.0,,CLR,,1583.890048946899,1548.75
MXF,2023-07-25 16:55,89.4,31.89,59.7,15.39,36.94,88.91,4.0,1021.4,0.0,0.0,,CLR,,2091.4256183747357,2062.5
OZR,2023-07-25 16:55,88.3,31.28,65.0,18.33,46.11,90.17,3.0,1020.9,0.0,0.0,,FEW,21000.0,1651.997662012768,1618.7500000000005
SXS,2023-07-25 16:55,88.7,31.5,66.4,19.11,47.8,91.41,3.0,1020.7,0.0,0.0,,FEW,31000.0,1583.864646197748,1548.75
1M4,2023-07-25 16:56,88.0,31.11,71.0,21.67,57.23,93.92,4.0,1022.0,0.0,0.0,,SCT,3700.0,1215.2161693024764,1179.9999999999998
MOB,2023-07-25 16:56,90.0,32.22,65.0,18.33,43.7,91.99,3.0,1021.6,0.0,0.0,,SCT,5000.0,1771.8438829924369,1736.25
GAD,2023-07-25 16:56,88.0,31.11,70.0,21.11,55.32,93.11,0.0,1022.0,0.0,0.0,,CLR,,1284.6488411232938,1250.0
EKY,2023-07-25 16:56,87.0,30.56,72.0,22.22,61.12,93.52,0.0,1007.5,0.0,0.0,,SCT,3900.0,1074.1701359938938,1042.5
79J,2023-07-25 16:56,89.0,31.67,66.0,18.89,46.7,91.49,6.0,1021.1,0.0,0.0,,CLR,,1632.5056637511193,1597.5000000000002
PRN,2023-07-25 16:58,88.0,31.11,66.0,18.89,48.2,90.41,4.0,1016.5,0.0,0.0,,FEW,4600.0,1561.9474912481803,1527.4999999999998
EUF,2023-07-25 16:58,89.0,31.67,69.0,20.56,51.79,93.51,0.0,1021.3,0.0,0.0,,FEW,5000.0,1425.3696937370103,1388.7500000000005
HEY,2023-07-25 17:33,91.4,33.0,62.6,17.0,38.45,92.23,4.0,1019.8,0.0,0.0,,FEW,32000.0,2034.3144384181398,2000.0
LOR,2023-07-25 17:36,89.6,32.0,68.0,20.0,49.1,93.47,0.0,1018.8,0.0,0.0,,CLR,,1537.2287018924842,1500.0
HSV,2023-07-25 17:53,89.0,31.67,73.0,22.78,59.33,97.02,0.0,1020.8,0.0,0.0,,SCT,4100.0,1146.8720037346945,1111.25
EET,2023-07-25 17:53,88.0,31.11,69.0,20.56,53.45,92.35,4.0,1021.1,0.0,0.0,,BKN,5000.0,1354.539037666215,1318.75
TOI,2023-07-25 17:53,92.0,33.33,65.0,18.33,41.05,94.21,0.0,1020.9,0.0,0.0,,SCT,5500.0,1912.5622804084355,1875.0
DHN,2023-07-25 17:53,92.0,33.33,70.0,21.11,48.78,97.89,3.0,1021.3,0.0,0.0,,CLR,,1568.7667659438612,1527.4999999999998
DCU,2023-07-25 17:53,90.0,32.22,71.0,21.67,53.73,96.36,5.0,1021.1,0.0,0.0,,CLR,,1357.4690372647922,1318.7499999999995
GZH,2023-07-25 17:53,90.0,32.22,64.0,17.78,42.2,91.44,4.0,1021.0,0.0,0.0,,FEW,5500.0,1840.3291617740758,1804.9999999999998
BHM,2023-07-25 17:53,90.0,32.22,67.0,19.44,46.85,93.24,0.0,1021.6,0.0,0.0,,FEW,5500.0,1634.0641865675038,1597.4999999999998
BFM,2023-07-25 17:53,93.0,33.89,64.0,17.78,38.42,94.74,3.0,1021.4,0.0,0.0,,SCT,4500.0,2051.4838319240325,2013.75
ANB,2023-07-25 17:53,90.0,32.22,70.0,21.11,51.93,95.49,3.0,1020.7,0.0,0.0,,FEW,5000.0,1426.94829223793,1388.75
MGM,2023-07-25 17:53,92.0,33.33,65.0,18.33,41.05,94.21,3.0,1021.0,0.0,0.0,,CLR,,1912.5600400175706,1875.0
TCL,2023-07-25 17:53,89.0,31.67,68.0,20.0,50.04,92.79,3.0,1021.6,0.0,0.0,,CLR,,1494.6403167001633,1458.7500000000002
MSL,2023-07-25 17:53,91.0,32.78,69.0,20.56,48.63,95.86,4.0,1020.8,0.0,0.0,,FEW,4400.0,1567.3133506814725,1527.5000000000002
HEY,2023-07-25 17:55,91.0,32.78,64.8,18.22,42.06,92.97,5.0,1019.8,0.0,0.0,,FEW,28000.0,1855.8896677831422,1820.0000000000002
HUA,2023-07-25 17:55,87.0,30.56,71.0,21.67,59.08,92.69,0.0,1021.1,0.0,0.0,,FEW,3900.0,1143.974510751801,1111.2499999999995
LOR,2023-07-25 17:55,89.0,31.67,68.0,20.0,50.04,92.79,0.0,1018.8,0.0,0.0,,SCT,5500.0,1494.6949151291033,1458.7500000000002
MXF,2023-07-25 17:55,90.3,32.39,59.0,15.0,35.03,89.56,5.0,1020.7,0.0,0.0,,FEW,15000.0,2201.364500798356,2173.75
OZR,2023-07-25 17:55,89.4,31.89,64.6,18.11,43.92,91.12,0.0,1020.5,0.0,0.0,,FEW,5500.0,1756.8952490690924,1722.5000000000002
SXS,2023-07-25 17:55,89.4,31.89,65.0,18.33,44.54,91.34,4.0,1020.4,0.0,0.0,,FEW,20000.0,1729.3367916311454,1695.0000000000002
1M4,2023-07-25 17:56,87.0,30.56,70.0,21.11,57.1,91.92,4.0,1021.6,0.0,0.0,,SCT,4300.0,1213.8127118339587,1181.25
MOB,2023-07-25 17:56,92.0,33.33,64.0,17.78,39.64,93.62,4.0,1021.2,0.0,0.0,,BKN,5000.0,1980.867045481215,1943.7499999999995
GAD,2023-07-25 17:56,89.0,31.67,71.0,21.67,55.45,95.14,6.0,1021.4,0.0,0.0,,SCT,4700.0,1286.377440065996,1250.0
EKY,2023-07-25 17:56,88.0,31.11,72.0,22.22,59.21,94.79,4.0,1007.1,0.0,0.0,,BKN,4500.0,1145.434418330593,1111.25
79J,2023-07-25 17:56,91.0,32.78,65.0,18.33,42.35,93.09,5.0,1020.6,0.0,0.0,,FEW,6000.0,1842.3873575365328,1806.2500000000005
PRN,2023-07-25 17:58,89.0,31.67,63.0,17.22,42.05,89.89,4.0,1016.0,0.0,0.0,,FEW,5000.0,1838.5525942873367,1806.2500000000005
EUF,2023-07-25 17:58,92.0,33.33,65.0,18.33,41.05,94.21,6.0,1020.5,0.0,0.0,,CLR,,1912.571246398286,1875.0
SXS,2023-07-25 18:13,91.4,33.0,66.2,19.0,43.61,94.29,8.0,1019.7,0.0,0.0,,FEW,26000.0,1788.1238868663213,1750.0
HEY,2023-07-25 18:31,91.4,33.0,66.2,19.0,43.61,94.29,5.0,1019.2,0.0,0.0,,FEW,6000.0,1788.1348481477846,1750.0
OZR,2023-07-25 18:39,89.6,32.0,66.2,19.0,46.14,92.27,3.0,1019.9,0.0,0.0,,FEW,6000.0,1661.2519024493154,1625.0
HSV,2023-07-25 18:53,90.0,32.22,73.0,22.78,57.49,98.3,7.0,1020.3,0.0,0.0,,SCT,4600.0,1218.194921862586,1179.9999999999998
EET,2023-07-25 18:53,90.0,32.22,69.0,20.56,50.18,94.68,4.0,1020.4,0.0,0.0,,FEW,5000.0,1496.3823971724867,1457.5
TOI,2023-07-25 18:53,94.0,34.44,66.0,18.89,39.94,97.14,3.0,1020.3,0.0,0.0,,FEW,6000.0,1985.2247204892203,1943.7499999999995
DHN,2023-07-25 18:53,92.0,33.33,70.0,21.11,48.78,97.89,5.0,1020.7,0.0,0.0,,FEW,6000.0,1568.7798976019994,1527.4999999999998
DCU,2023-07-25 18:53,91.0,32.78,71.0,21.67,52.07,97.58,3.0,1020.4,0.0,0.0,,FEW,4600.0,1428.6573035474182,1388.75
GZH,2023-07-25 18:53,91.0,32.78,64.0,17.78,40.9,92.52,0.0,1020.5,0.0,0.0,,FEW,6000.0,1910.5853756830613,1875.0
BHM,2023-07-25 18:53,91.0,32.78,66.0,18.89,43.85,93.71,3.0,1021.0,0.0,0.0,,FEW,5500.0,1773.8067471588524,1736.25
BFM,2023-07-25 18:53,92.0,33.33,62.0,16.67,36.95,92.58,4.0,1020.8,0.0,0.0,,SCT,4500.0,2116.9139038252933,2082.4999999999995
ANB,2023-07-25 18:53,90.0,32.22,68.0,20.0,48.49,93.93,,1020.1,0.0,0.0,,SCT,5500.0,1565.3185359469007,1527.4999999999998
MGM,2023-07-25 18:53,93.0,33.89,65.0,18.33,39.79,95.34,3.0,1020.3,0.0,0.0,,CLR,,1983.1343607502056,1945.0000000000002
TCL,2023-07-25 18:53,90.0,32.22,69.0,20.56,50.18,94.68,4.0,1020.9,0.0,0.0,,CLR,,1496.3723049218838,1457.5
MSL,2023-07-25 18:53,91.0,32.78,69.0,20.56,48.63,95.86,6.0,1020.1,0.0,0.0,,FEW,4800.0,1567.3281565281645,1527.5000000000002
HEY,2023-07-25 18:55,90.5,32.5,66.2,19.0,44.85,93.27,0.0,1019.2,0.0,0.0,,FEW,6000.0,1724.927915808288,1687.5
HUA,2023-07-25 18:55,89.8,32.11,71.0,21.67,54.07,96.11,8.0,1020.0,0.0,0.0,,FEW,4900.0,1343.2433297969678,1304.9999999999998
LOR,2023-07-25 18:55,90.7,32.61,67.0,19.44,45.83,94.03,0.0,1018.4,0.0,0.0,,FEW,6000.0,1683.682840085277,1646.2499999999998
MXF,2023-07-25 18:55,91.8,33.22,58.5,14.72,32.83,90.91,3.0,1020.1,0.0,0.0,,FEW,20000.0,2339.7990786535966,2312.5
OZR,2023-07-25 18:55,89.6,32.0,64.8,18.22,43.95,91.45,0.0,1019.9,0.0,0.0,,FEW,6000.0,1757.2604848216695,1722.5000000000002
SXS,2023-07-25 18:55,91.4,33.0,66.4,19.11,43.91,94.42,4.0,1019.7,0.0,0.0,,FEW,5500.0,1774.5562489963088,1736.25
1M4,2023-07-25 18:56,89.0,31.67,69.0,20.56,51.79,93.51,3.0,1020.9,0.0,0.0,,SCT,4300.0,1425.377382081228,1388.7500000000005
MOB,2023-07-25 18:56,93.0,33.89,65.0,18.33,39.79,95.34,5.0,1020.6,0.0,0.0,,BKN,5000.0,1983.127384649709,1945.0000000000002
GAD,2023-07-25 18:56,92.0,33.33,67.0,19.44,44.0,95.52,8.0,1021.0,0.0,0.0,,SCT,5500.0,1775.6127818343357,1736.2499999999995
EKY,2023-07-25 18:56,90.0,32.22,71.0,21.67,53.73,96.36,4.0,1006.4,0.0,0.0,,CLR,,1357.7615258115102,1318.7499999999995
EUF,2023-07-25 18:58,93.0,33.89,66.0,18.89,41.2,95.98,4.0,1019.9,0.0,0.0,,CLR,,1914.751287286367,1875.0
PRN,2023-07-25 18:58,89.0,31.67,63.0,17.22,42.05,89.89,3.0,1015.4,0.0,0.0,,CLR,,1838.56476762833,1806.2500000000005
LOR,2023-07-25 19:18,89.6,32.0,66.2,19.0,46.14,92.27,0.0,1017.7,0.0,0.0,,CLR,,1661.2967788641588,1625.0
SXS,2023-07-25 19:40,91.4,33.0,64.4,18.0,40.96,93.19,4.0,1019.0,0.0,0.0,,CLR,,1911.4111349828127,1875.0
OZR,2023-07-25 19:49,89.6,32.0,66.2,19.0,46.14,92.27,3.0,1019.2,0.0,0.0,,SCT,6000.0,1661.2661601156365,1625.0
HEY,2023-07-25 19:51,91.4,33.0,66.2,19.0,43.61,94.29,4.0,1018.5,0.0,0.0,,CLR,,1788.1502121756234,1750.0
HSV,2023-07-25 19:53,88.0,31.11,73.0,22.78,61.24,95.73,4.0,1019.8,0.0,0.0,,SCT,4700.0,1075.3244232402237,1041.2499999999998
EET,2023-07-25 19:53,90.0,32.22,67.0,19.44,46.85,93.24,3.0,1019.8,0.0,0.0,,FEW,5500.0,1634.1011908271296,1597.4999999999998
TOI,2023-07-25 19:53,94.0,34.44,62.0,16.67,34.72,94.78,0.0,1019.7,0.0,0.0,,CLR,,2257.278959509895,2221.2499999999995
DHN,2023-07-25 19:53,93.0,33.89,71.0,21.67,48.92,100.04,6.0,1020.0,0.0,0.0,,BKN,6000.0,1570.8252687665083,1527.4999999999998
DCU,2023-07-25 19:53,92.0,33.33,70.0,21.11,48.78,97.89,6.0,1019.8,0.0,0.0,,CLR,,1568.7996243418775,1527.4999999999998
GZH,2023-07-25 19:53,93.0,33.89,66.0,18.89,41.2,95.98,5.0,1019.9,0.0,0.0,,CLR,,1914.751287286367,1875.0
BHM,2023-07-25 19:53,92.0,33.33,66.0,18.89,42.5,94.84,5.0,1020.4,0.0,0.0,,FEW,5500.0,1844.2929747860687,1804.9999999999998
BFM,2023-07-25 19:53,93.0,33.89,65.0,18.33,39.79,95.34,6.0,1020.1,0.0,0.0,,SCT,4500.0,1983.1390137819167,1945.0000000000002
ANB,2023-07-25 19:53,92.0,33.33,66.0,18.89,42.5,94.84,3.0,1019.3,0.0,0.0,,CLR,,1844.3176434171141,1804.9999999999998
MGM,2023-07-25 19:53,94.0,34.44,65.0,18.33,38.58,96.48,6.0,1019.8,0.0,0.0,,CLR,,2053.171619956077,2013.75
TCL,2023-07-25 19:53,91.0,32.78,70.0,21.11,50.33,96.69,3.0,1020.3,0.0,0.0,,CLR,,1497.8423841789183,1458.7500000000002
MSL,2023-07-25 19:53,91.0,32.78,69.0,20.56,48.63,95.86,6.0,1019.4,0.0,0.0,,SCT,4800.0,1567.3429828985793,1527.5000000000002
HEY,2023-07-25 19:55,92.5,33.61,64.6,18.11,39.85,94.53,3.0,1018.5,0.0,0.0,,CLR,,1975.4207136266914,1937.5
HUA,2023-07-25 19:55,90.0,32.22,70.0,21.11,51.93,95.49,7.0,1019.7,0.0,0.0,,FEW,4800.0,1426.968238858265,1388.75
LOR,2023-07-25 19:55,91.2,32.89,68.0,20.0,46.7,95.32,4.0,1017.7,0.0,0.0,,SCT,6000.0,1650.290912118737,1611.25
MXF,2023-07-25 19:55,92.3,33.5,59.0,15.0,32.9,91.61,5.0,1019.4,0.0,0.0,,CLR,,2341.346731798467,2312.5
OZR,2023-07-25 19:55,89.0,31.67,64.2,17.89,43.86,90.48,4.0,1019.2,0.0,0.0,,SCT,6000.0,1756.2166081946118,1722.5000000000002
SXS,2023-07-25 19:55,91.2,32.89,64.8,18.22,41.8,93.2,5.0,1019.0,0.0,0.0,,CLR,,1869.8545256637142,1833.7500000000002
1M4,2023-07-25 19:56,89.0,31.67,68.0,20.0,50.04,92.79,4.0,1020.2,0.0,0.0,,FEW,5500.0,1494.6675781144966,1458.7500000000002
MOB,2023-07-25 19:56,93.0,33.89,61.0,16.11,34.57,93.2,0.0,1020.0,0.0,0.0,,SCT,6000.0,2254.978610628576,2222.5
GAD,2023-07-25 19:56,92.0,33.33,67.0,19.44,44.0,95.52,5.0,1020.3,0.0,0.0,,FEW,6000.0,1775.6284114751809,1736.2499999999995
EKY,2023-07-25 19:56,90.0,32.22,71.0,21.67,53.73,96.36,3.0,1005.8,0.0,0.0,,FEW,5500.0,1357.7736475659026,1318.7499999999995
PRN,2023-07-25 19:58,89.0,31.67,62.0,16.67,40.59,89.43,0.0,1014.9,0.0,0.0,,CLR,,1907.0750207424012,1875.0
EUF,2023-07-25 19:58,93.0,33.89,66.0,18.89,41.2,95.98,4.0,1019.5,0.0,0.0,,CLR,,1914.7606042406337,1875.0
LOR,2023-07-25 20:48,91.4,33.0,68.0,20.0,46.41,95.55,4.0,1017.1,0.0,0.0,,FEW,6000.0,1664.3853304130944,1625.0
HSV,2023-07-25 20:53,91.0,32.78,72.0,22.22,53.87,98.54,5.0,1019.1,0.0,0.0,,FEW,5000.0,1359.04573573985,1320.0000000000002
EET,2023-07-25 20:53,92.0,33.33,69.0,20.56,47.14,97.04,3.0,1019.3,0.0,0.0,,CLR,,1637.8499632751955,1596.25
TOI,2023-07-25 20:53,94.0,34.44,62.0,16.67,34.72,94.78,4.0,1019.4,0.0,0.0,,CLR,,2257.2861059744037,2221.2499999999995
DHN,2023-07-25 20:53,93.0,33.89,71.0,21.67,48.92,100.04,5.0,1019.7,0.0,0.0,,CLR,,1570.8320896069822,1527.4999999999998
DCU,2023-07-25 20:53,92.0,33.33,69.0,20.56,47.14,97.04,5.0,1019.2,0.0,0.0,,CLR,,1637.8521779795701,1596.25
GZH,2023-07-25 20:53,93.0,33.89,61.0,16.11,34.57,93.2,5.0,1019.4,0.0,0.0,,CLR,,2254.9923902784312,2222.5
BHM,2023-07-25 20:53,93.0,33.89,65.0,18.33,39.79,95.34,7.0,1019.9,0.0,0.0,,FEW,5500.0,1983.1436686533339,1945.0000000000002
BFM,2023-07-25 20:53,93.0,33.89,64.0,17.78,38.42,94.74,6.0,1019.5,0.0,0.0,,SCT,4500.0,2051.527943783833,2013.75
ANB,2023-07-25 20:53,91.0,32.78,68.0,20.0,46.99,95.08,7.0,1019.0,0.0,0.0,,FEW,6000.0,1636.2675762636966,1597.5000000000002
MGM,2023-07-25 20:53,94.0,34.44,65.0,18.33,38.58,96.48,4.0,1019.3,0.0,0.0,,CLR,,2053.1836741604634,2013.75
TCL,2023-07-25 20:53,91.0,32.78,71.0,21.67,52.07,97.58,5.0,1019.7,0.0,0.0,,CLR,,1428.6717796309415,1388.75
MSL,2023-07-25 20:53,91.0,32.78,70.0,21.11,50.33,96.69,7.0,1018.9,0.0,0.0,,FEW,5000.0,1497.871735914334,1458.7500000000002
LOR,2023-07-25 20:55,91.4,33.0,65.7,18.72,42.86,93.97,0.0,1017.1,0.0,0.0,,SCT,6500.0,1822.4355739723296,1785.0000000000002
HEY,2023-07-25 20:55,93.2,34.0,66.0,18.89,40.94,96.21,3.0,1018.1,0.0,0.0,,CLR,,1929.1073371166865,1888.75
HUA,2023-07-25 20:55,89.0,31.67,70.0,21.11,53.59,94.29,0.0,1019.0,0.0,0.0,,FEW,5000.0,1356.10196868482,1320.0000000000002
MXF,2023-07-25 20:55,92.5,33.61,57.4,14.11,30.87,91.25,0.0,1019.0,0.0,0.0,,CLR,,2463.1410383758457,2437.5
OZR,2023-07-25 20:55,91.4,33.0,64.4,18.0,40.96,93.19,4.0,1018.9,0.0,0.0,,BKN,6000.0,1911.4133363520173,1875.0
SXS,2023-07-25 20:55,92.0,33.33,64.8,18.22,40.76,94.09,3.0,1018.7,0.0,0.0,,FEW,6500.0,1926.5032499907236,1888.75
79J,2023-07-25 20:56,91.0,32.78,61.0,16.11,36.8,91.06,0.0,1018.9,0.0,0.0,,CLR,,2114.7755420611193,2083.75
1M4,2023-07-25 20:56,91.0,32.78,69.0,20.56,48.63,95.86,7.0,1019.5,0.0,0.0,,FEW,5500.0,1567.3408635874912,1527.5000000000002
MOB,2023-07-25 20:56,95.0,35.0,64.0,17.78,36.12,97.02,6.0,1019.3,0.0,0.0,,FEW,6000.0,2191.7051868097733,2152.5
GAD,2023-07-25 20:56,91.0,32.78,69.0,20.56,48.63,95.86,8.0,1019.6,0.0,0.0,,FEW,6000.0,1567.338744695998,1527.5000000000002
EKY,2023-07-25 20:56,91.0,32.78,72.0,22.22,53.87,98.54,4.0,1005.3,0.0,0.0,,SCT,6000.0,1359.3311691152169,1320.0000000000002
EUF,2023-07-25 20:58,93.0,33.89,66.0,18.89,41.2,95.98,3.0,1019.1,0.0,0.0,,FEW,6000.0,1914.7699285702981,1875.0
PRN,2023-07-25 20:58,90.0,32.22,63.0,17.22,40.75,90.93,5.0,1014.4,0.0,0.0,,CLR,,1908.5744615807437,1875.0
0J4,2023-07-25 20:58,94.0,34.44,59.0,15.0,31.21,93.42,5.0,1019.4,0.0,0.0,,CLR,,2459.776154301541,2429.9999999999995
HSV,2023-07-25 21:53,91.0,32.78,72.0,22.22,53.87,98.54,5.0,1018.7,0.0,0.0,,FEW,5000.0,1359.0538992131064,1320.0000000000002
EET,2023-07-25 21:53,91.0,32.78,70.0,21.11,50.33,96.69,3.0,1019.1,0.0,0.0,,FEW,6000.0,1497.8675378240619,1458.7500000000002
TOI,2023-07-25 21:53,95.0,35.0,65.0,18.33,37.4,97.64,5.0,1019.1,0.0,0.0,,FEW,6000.0,2123.9587580230395,2083.75
DHN,2023-07-25 21:53,92.0,33.33,69.0,20.56,47.14,97.04,4.0,1019.4,0.0,0.0,,CLR,,1637.8477490093917,1596.25
DCU,2023-07-25 21:53,92.0,33.33,68.0,20.0,45.55,96.25,6.0,1018.9,0.0,0.0,,CLR,,1706.6742754229304,1666.2499999999998
GZH,2023-07-25 21:53,92.0,33.33,65.0,18.33,41.05,94.21,5.0,1019.1,0.0,0.0,,CLR,,1912.602683240034,1875.0
BHM,2023-07-25 21:53,91.0,32.78,65.0,18.33,42.35,93.09,3.0,1019.4,0.0,0.0,,FEW,5000.0,1842.4133154119495,1806.2500000000005
BFM,2023-07-25 21:53,92.0,33.33,65.0,18.33,41.05,94.21,5.0,1019.3,0.0,0.0,,SCT,5000.0,1912.598186932573,1875.0
ANB,2023-07-25 21:53,91.0,32.78,66.0,18.89,43.85,93.71,6.0,1018.7,0.0,0.0,,CLR,,1773.856381977653,1736.25
MGM,2023-07-25 21:53,94.0,34.44,68.0,20.0,42.8,98.62,4.0,1019.1,0.0,0.0,,CLR,,1848.3269074677128,1804.9999999999998
TCL,2023-07-25 21:53,91.0,32.78,71.0,21.67,52.07,97.58,5.0,1019.1,0.0,0.0,,CLR,,1428.6842036892906,1388.75
MSL,2023-07-25 21:53,92.0,33.33,68.0,20.0,45.55,96.25,8.0,1018.9,0.0,0.0,,FEW,5000.0,1706.6742754229304,1666.2499999999998
MXF,2023-07-25 21:55,93.0,33.89,57.7,14.28,30.73,91.87,0.0,1018.7,0.0,0.0,,CLR,,2477.453022373516,2451.25
SXS,2023-07-25 21:55,91.6,33.11,63.7,17.61,39.72,93.02,5.0,1018.4,0.0,0.0,,CLR,,1973.2354177367306,1937.5
HEY,2023-07-25 21:55,92.3,33.5,66.0,18.89,42.11,95.18,4.0,1017.8,0.0,0.0,,FEW,7000.0,1865.2963525432629,1826.25
HUA,2023-07-25 21:55,89.0,31.67,70.7,21.5,54.89,94.88,5.0,1018.7,0.0,0.0,,FEW,5000.0,1307.2062958957094,1271.2500000000002
LOR,2023-07-25 21:55,91.2,32.89,64.8,18.22,41.8,93.2,0.0,1016.7,0.0,0.0,,CLR,,1869.9048806426817,1833.7500000000002
